time,source,name,Family,Series,Form Factor,"# of CPU Cores","# of Threads",Max. Boost Clock,Base Clock,L2 Cache,L3 Cache,Default TDP,L1 Cache,AMD Configurable TDP (cTDP),Processor Technology for CPU Cores,Unlocked for Overclocking,CPU Socket,Thermal Solution (PIB),Recommended Cooler,Thermal Solution (MPK),Max. Operating Temperature (Tjmax),Launch Date,*OS Support,PCI Express® Version,System Memory Type,Memory Channels,System Memory Specification,Graphics Model,Graphics Core Count,Graphics Frequency,AMD Ryzen™ AI,Product ID Boxed,Product ID Tray,Product ID MPK,Supported Technologies,All Core Boost Speed,1kU Pricing,Socket Count,Per Socket Mem BW,AMD Infinity Guard,Workload Affinity,GPU Architecture,Lithography,Stream Processors,Matrix Cores,Compute Units,Peak Engine Clock,"Peak Eight-bit Precision (FP8) Performance (E5M2, E4M3)","Peak Eight-bit Precision (FP8) Performance with Structured Sparsity (E5M2, E4M3)",Peak Half Precision (FP16) Performance,Peak Half Precision (FP16) Performance with Structured Sparsity,Peak Single Precision (TF32 Matrix) Performance,Peak Single Precision (TF32) Performance with Structured Sparsity,Peak Single Precision Matrix (FP32) Performance,Peak Double Precision Matrix (FP64) Performance,Peak Single Precision (FP32) Performance,Peak Double Precision (FP64) Performance,Peak INT4 Performance,Peak INT8 Performance,Peak INT8 Performance with Structured Sparsity,Peak bfloat16,Peak bfloat16 with Strutured Sparsity,Transistor Count,AMD EPYC™ CPU Architecture,CPU Cores,CPU Peak Engine Clock,External Power Connectors,Thermal Design Power (TDP),Typical Board Power (TBP),Last Level Cache (LLC),Dedicated Memory Size,Dedicated Memory Type,Unified Memory Architecture,Infinity Cache,Memory Interface,Memory Clock,Peak Memory Bandwidth,Memory ECC Support,GPU Form Factor,Bus Type,Infinity Fabric™ Links,Peak Infinity Fabric™ Link Bandwidth,Cooling,Board Height,Board Length,Board Width,RAS Support,Page Retirement,Page Avoidance,SR-IOV,Coherency Enabled,DirectX®,OpenGL®,OpenMP®,OpenCL™,HIP,ROCm™ Open Ecosystem,Vulkan®,TensorFlow,PyTorch,ONYX-RT,JAX,Kokkos,RAJA,OS Support,Processor Type,OPN,CPU Type,Infrastructure,Last Time Buy,Recommended for new designs,CPU Base Freq.,CPU Max Freq.,Total L2 Cache,Total L3 Cache,TDP,Junction Temp Range,Security Processor,GPU Brand,GPU Base,GPU Max,GPU CU,"# of Displays",Max Resolution (for single display),Display Interfaces,HW Video Encode / Decode,Memory Type,Memory Controller,Ethernet,USB,USB 3.2 Gen2,SATA,Low Speed Interfaces,PCIe® Lanes,Gen4
2025-03-11 09:46:04,https://www.amd.com/en/products/specifications/processors.html,AMD Ryzen™ 3 2200G with Radeon™ Vega 8 Graphics,Ryzen,Ryzen 2000 Series,"Desktops , Boxed Processor",4,4,Up to 3.7 GHz,3.5 GHz,2 MB,4 MB,65W,384 KB,46-65W,14nm FinFET,Yes,AM4,AMD Wraith Stealth,,AMD Wraith Stealth,95°C,2/12/2018,"Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit",PCIe® 3.0 x8,DDR4,2,Up to 2933 MT/s,Radeon™ Vega 8 Graphics,8,1100 MHz,,YD2200C5FBBOX,YD2200C5M4MFB,YD2200C5FBMPK,"AMD Software  Adrenalin Edition , AMD SenseMI Technology , AMD VR Ready Processors , AMD Ryzen™ Master Utility , Enmotus FuzeDrive™ for AMD Ryzen™ , AMD FreeSync™ Technology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-11 09:46:04,https://www.amd.com/en/products/specifications/processors.html,AMD Ryzen™ Threadripper™ 1950X,Ryzen Threadripper,Ryzen Threadripper 1000 Series,"Desktops , Boxed Processor",16,32,Up to 4 GHz,3.4 GHz,8 MB,32 MB,180W,1536 KB,,14nm,Yes,sTR4,Not Included,,,68°C,7/31/2017,"Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit",PCIe® 3.0,DDR4,4,Up to 2667 MT/s,Discrete Graphics Card Required,,,,YD195XA8AEWOF,YD195XA8UGAAE,,"AMD SenseMI Technology , AMD Zen Core Architecture , AMD Ryzen™ Master Utility , AMD Ryzen™ VR-Ready Premium , Virtualization , Enmotus FuzeDrive™ for AMD Ryzen™ , AES , AVX2 , FMA3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-11 09:46:04,https://www.amd.com/en/products/specifications/processors.html,AMD Ryzen™ Threadripper™ 1920X,Ryzen Threadripper,Ryzen Threadripper 1000 Series,"Desktops , Boxed Processor",12,24,Up to 4 GHz,3.5 GHz,6 MB,32 MB,180W,1152 KB,,14nm,Yes,sTR4,Not Included,,,68°C,7/31/2017,"Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit",PCIe® 3.0,DDR4,4,Up to 2667 MT/s,Discrete Graphics Card Required,,,,YD192XA8AEWOF,YD192XA8UC9AE,,"AMD SenseMI Technology , AMD Zen Core Architecture , AMD Ryzen™ Master Utility , AMD Ryzen™ VR-Ready Premium , Virtualization , Enmotus FuzeDrive™ for AMD Ryzen™ , AES , AVX2 , FMA3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-11 09:46:04,https://www.amd.com/en/products/specifications/processors.html,AMD Ryzen™ Threadripper™ 1900X,Ryzen Threadripper,Ryzen Threadripper 1000 Series,"Desktops , Boxed Processor",8,16,Up to 4 GHz,3.8 GHz,4 MB,16 MB,180W,768 KB,,14nm,Yes,sTR4,Not Included,,,68°C,8/31/2017,"Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit",PCIe® 3.0,DDR4,4,Up to 2667 MT/s,Discrete Graphics Card Required,,,,YD190XA8AEWOF,YD190XA8U8QAE,,"AMD SenseMI Technology , AMD Ryzen™ VR-Ready Premium , Virtualization , Enmotus FuzeDrive™ for AMD Ryzen™ , AES , AVX2 , XFR (Extended Frequency Range)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-11 09:46:04,https://www.amd.com/en/products/specifications/processors.html,AMD Ryzen™ 7 PRO 1700X Processor,Ryzen PRO,Ryzen PRO 1000 Series,Desktops,8,16,Up to 3.8 GHz,3.4 GHz,4 MB,16 MB,95W,,,14nm,No,AM4,,,AMD Wraith Spire,95°C,6/29/2017,"Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit",PCIe® 3.0 x16,DDR4,2,Up to 2667 MT/s,Discrete Graphics Card Required,,,,,YD17XBBAM88AE,YD17XBBAAEMPK,"AMD GuardMI Technology , AMD SenseMI Technology , Virtualization , DASH 1.2 , Secure Boot , Trusted Applications , TSM Encryption , AES , AVX2 , XFR (Extended Frequency Range)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-11 09:46:04,https://www.amd.com/en/products/specifications/processors.html,AMD Ryzen™ 7 PRO 1700,Ryzen PRO,Ryzen PRO 1000 Series,Desktops,8,16,Up to 3.7 GHz,3 GHz,4 MB,16 MB,65W,768 KB,,14nm,No,AM4,,,AMD Wraith Spire,95°C,6/29/2017,"Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit",PCIe® 3.0 x16,DDR4,2,Up to 2667 MT/s,Discrete Graphics Card Required,,,,,YD170BBBM88AE,YD170BBBAEMPK,"AMD GuardMI Technology , AMD SenseMI Technology , Virtualization , DASH 1.2 , Secure Boot , Trusted Applications , TSM Encryption , AES , AVX2 , XFR (Extended Frequency Range)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-11 09:46:04,https://www.amd.com/en/products/specifications/processors.html,AMD Ryzen™ 5 PRO 1600,Ryzen PRO,Ryzen PRO 1000 Series,Desktops,6,12,Up to 3.6 GHz,3.2 GHz,3 MB,16 MB,65W,576 KB,,14nm,No,AM4,,,AMD Wraith Spire,95°C,6/29/2017,"Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit",PCIe® 3.0 x16,DDR4,2,Up to 2667 MT/s,Discrete Graphics Card Required,,,,,YD160BBBM6IAE,YD160BBBAEMPK,"AMD GuardMI Technology , AMD SenseMI Technology , Virtualization , DASH 1.2 , Secure Boot , Trusted Applications , TSM Encryption , AES , AVX2 , XFR (Extended Frequency Range)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-11 09:46:04,https://www.amd.com/en/products/specifications/processors.html,AMD Ryzen™ 5 PRO 1500,Ryzen PRO,Ryzen PRO 1000 Series,Desktops,4,8,Up to 3.7 GHz,3.5 GHz,2 MB,16 MB,65W,384 KB,,14nm,No,AM4,,,AMD Wraith Spire,95°C,6/29/2017,"Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit",PCIe® 3.0 x16,DDR4,2,Up to 2667 MT/s,Discrete Graphics Card Required,,,,,YD150BBBM4GAE,YD150BBBAEMPK,"AMD GuardMI Technology , AMD SenseMI Technology , Virtualization , DASH 1.2 , Secure Boot , Trusted Applications , TSM Encryption , AES , AVX2 , XFR (Extended Frequency Range)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-11 09:46:04,https://www.amd.com/en/products/specifications/processors.html,AMD Ryzen™ 3 PRO 1300,Ryzen PRO,Ryzen PRO 1000 Series,Desktops,4,4,Up to 3.7 GHz,3.5 GHz,2 MB,8 MB,65W,384 KB,,14nm,No,AM4,,,AMD Wraith Spire,95°C,6/29/2017,"Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit",PCIe® 3.0 x16,DDR4,2,Up to 2667 MT/s,Discrete Graphics Card Required,,,,,YD130BBBM4KAE,YD130BBBAEMPK,"AMD GuardMI Technology , AMD SenseMI Technology , Virtualization , DASH 1.2 , Secure Boot , Trusted Applications , TSM Encryption , AES , AVX2 , XFR (Extended Frequency Range)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-11 09:46:04,https://www.amd.com/en/products/specifications/processors.html,AMD Ryzen™ 3 PRO 1200,Ryzen PRO,Ryzen PRO 1000 Series,Desktops,4,4,Up to 3.4 GHz,3.1 GHz,2 MB,8 MB,65W,384 KB,,14nm,No,AM4,SR2ni,,AMD Wraith Spire,95°C,6/29/2017,"Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit",PCIe® 3.0 x16,DDR4,2,Up to 2667 MT/s,Discrete Graphics Card Required,,,,,YD120BBBM4KAE,YD120BBBAEMPK,"AMD GuardMI Technology , AMD SenseMI Technology , Virtualization , DASH 1.2 , Secure Boot , Trusted Applications , TSM Encryption , AES , AVX2 , XFR (Extended Frequency Range)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-11 09:46:04,https://www.amd.com/en/products/specifications/processors.html,AMD Ryzen™ 7 1800X,Ryzen,Ryzen 1000 Series,"Desktops , Boxed Processor",8,16,Up to 4 GHz,3.6 GHz,4 MB,16 MB,95W,768 KB,,14nm,Yes,AM4,Not Included,,AMD Wraith Max,95°C,3/2/2017,"Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit",PCIe® 3.0 x16,DDR4,2,Up to 2667 MT/s,Discrete Graphics Card Required,,,,YD180XBCAEWOF,YD180XBCM88AE,YD180XBCAEMPK,"AMD SenseMI Technology , AMD Zen Core Architecture , AMD Ryzen™ Master Utility , Virtualization , Enmotus FuzeDrive™ for AMD Ryzen™ , AES , AVX , FMA3 , XFR (Extended Frequency Range)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-11 09:46:04,https://www.amd.com/en/products/specifications/processors.html,AMD Ryzen™ 7 1700X,Ryzen,Ryzen 1000 Series,"Desktops , Boxed Processor",8,16,Up to 3.8 GHz,3.4 GHz,4 MB,16 MB,95W,768 KB,,14nm,Yes,AM4,Not Included,,AMD Wraith Max,95°C,3/2/2017,"Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit",PCIe® 3.0 x16,DDR4,2,Up to 2667 MT/s,Discrete Graphics Card Required,,,,YD170XBCAEWOF,YD170XBCM88AE,YD170XBCAEMPK,"AMD SenseMI Technology , AMD Zen Core Architecture , AMD Ryzen™ Master Utility , Virtualization , Enmotus FuzeDrive™ for AMD Ryzen™ , AES , AVX , FMA3 , XFR (Extended Frequency Range)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-11 09:46:04,https://www.amd.com/en/products/specifications/processors.html,AMD Ryzen™ 7 1700 Processor,Ryzen,Ryzen 1000 Series,"Desktops , Boxed Processor",8,16,Up to 3.7 GHz,3 GHz,4 MB,16 MB,65W,768 KB,,14nm,Yes,AM4,Wraith Spire (LED),,AMD Wraith Spire,95°C,3/2/2017,"Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit",PCIe® 3.0 x16,DDR4,2,Up to 2667 MT/s,Discrete Graphics Card Required,,,,YD1700BBAEBOX,YD1700BBM88AE,YD1700BBAEMPK,"AMD GuardMI Technology , AMD SenseMI Technology , AMD Zen Core Architecture , AMD Ryzen™ Master Utility , Virtualization , Enmotus FuzeDrive™ for AMD Ryzen™ , DASH 1.2 , AES , AVX , FMA3 , XFR (Extended Frequency Range)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-11 09:46:04,https://www.amd.com/en/products/specifications/processors.html,AMD Ryzen™ 5 1600X,Ryzen,Ryzen 1000 Series,"Desktops , Boxed Processor",6,12,Up to 4 GHz,3.6 GHz,3 MB,16 MB,95W,576 KB,,14nm,Yes,AM4,Not Included,,AMD Wraith Max,95°C,4/11/2017,"Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit",PCIe® 3.0 x16,DDR4,2,Up to 2667 MT/s,Discrete Graphics Card Required,,,,YD160XBCAEWOF,YD160XBCM6IAE,YD160XBCAEMPK,"AMD SenseMI Technology , AMD Zen Core Architecture , AMD Ryzen™ Master Utility , Virtualization , Enmotus FuzeDrive™ for AMD Ryzen™ , AES , AVX2 , FMA3 , XFR (Extended Frequency Range)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-11 09:46:04,https://www.amd.com/en/products/specifications/processors.html,AMD Ryzen™ 5 1600 (AF),Ryzen,Ryzen 1000 Series,"Desktops , Boxed Processor",6,12,Up to 3.6 GHz,3.2 GHz,3 MB,16 MB,65W,576 KB,,12nm,Yes,AM4,AMD Wraith Stealth,,,95°C,,"Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit",PCIe® 3.0 x16,DDR4,2,Up to 2667 MT/s,Discrete Graphics Card Required,,,,YD1600BBAFBOX,,,"AMD SenseMI Technology , AMD Zen Core Architecture , AMD Ryzen™ Master Utility , Virtualization , Enmotus FuzeDrive™ for AMD Ryzen™ , AES , AVX2 , FMA3 , XFR (Extended Frequency Range)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-11 09:46:04,https://www.amd.com/en/products/specifications/processors.html,AMD Ryzen™ 5 1600,Ryzen,Ryzen 1000 Series,"Desktops , Boxed Processor",6,12,Up to 3.6 GHz,3.2 GHz,3 MB,16 MB,65W,576 KB,,14nm,Yes,AM4,Wraith Spire (No LED),,AMD Wraith Spire,95°C,4/11/2017,"Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit",PCIe® 3.0 x16,DDR4,2,Up to 2667 MT/s,Discrete Graphics Card Required,,,,YD1600BBAEBOX,YD1600BBM6IAE,YD1600BBAEMPK,"AMD SenseMI Technology , AMD Zen Core Architecture , AMD Ryzen™ Master Utility , Virtualization , Enmotus FuzeDrive™ for AMD Ryzen™ , AES , AVX2 , FMA3 , XFR (Extended Frequency Range)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-11 09:46:04,https://www.amd.com/en/products/specifications/processors.html,AMD Ryzen™ 5 1500X,Ryzen,Ryzen 1000 Series,"Desktops , Boxed Processor",4,8,Up to 3.7 GHz,3.5 GHz,2 MB,16 MB,65W,384 KB,,14nm,Yes,AM4,Wraith Spire (No LED),,AMD Wraith Spire,95°C,4/11/2017,"Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit",PCIe® 3.0 x16,DDR4,2,Up to 2667 MT/s,Discrete Graphics Card Required,,,,YD150XBBAEBOX,YD150XBBM4GAE,YD150XBBAEMPK,"AMD SenseMI Technology , AMD Zen Core Architecture , AMD Ryzen™ Master Utility , Virtualization , Enmotus FuzeDrive™ for AMD Ryzen™ , AES , AVX2 , FMA3 , XFR (Extended Frequency Range)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-11 09:46:04,https://www.amd.com/en/products/specifications/processors.html,AMD Ryzen™ 5 1400,Ryzen,Ryzen 1000 Series,"Desktops , Boxed Processor",4,8,Up to 3.4 GHz,3.2 GHz,2 MB,8 MB,65W,384 KB,,14nm,Yes,AM4,AMD Wraith Stealth,,AMD Wraith Stealth,95°C,4/11/2017,"Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit",PCIe® 3.0 x16,DDR4,2,Up to 2667 MT/s,Discrete Graphics Card Required,,,,YD1400BBAEBOX,YD1400BBM4KAE,YD1400BBAEMPK,"AMD SenseMI Technology , AMD Zen Core Architecture , AMD Ryzen™ Master Utility , Virtualization , Enmotus FuzeDrive™ for AMD Ryzen™ , AVX2 , FMA3 , XFR (Extended Frequency Range)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-11 09:46:04,https://www.amd.com/en/products/specifications/processors.html,AMD Ryzen™ 3 1300X,Ryzen,Ryzen 1000 Series,"Desktops , Boxed Processor",4,4,Up to 3.7 GHz,3.5 GHz,2 MB,8 MB,65W,384 KB,,14nm,Yes,AM4,AMD Wraith Stealth,,AMD Wraith Stealth,95°C,7/27/2017,"Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit",PCIe® 3.0 x16,DDR4,2,Up to 2667 MT/s,Discrete Graphics Card Required,,,,YD130XBBAEBOX,YD130XBBM4KAE,YD130XBBAEMPK,"AMD SenseMI Technology , AMD Zen Core Architecture , AMD Ryzen™ Master Utility , Enmotus FuzeDrive™ for AMD Ryzen™ , AVX2 , FMA3 , XFR (Extended Frequency Range)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-11 09:46:04,https://www.amd.com/en/products/specifications/processors.html,AMD Ryzen™ 3 1200,Ryzen,Ryzen 1000 Series,"Desktops , Boxed Processor",4,4,Up to 3.4 GHz,3.1 GHz,2 MB,8 MB,65W,384 KB,,14nm,Yes,AM4,AMD Wraith Stealth,,AMD Wraith Stealth,95°C,7/27/2017,"Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit",PCIe® 3.0 x16,DDR4,2,Up to 2667 MT/s,Discrete Graphics Card Required,,,,YD1200BBAEBOX,YD1200BBM4KAE,YD1200BBAEMPK,"AMD SenseMI Technology , AMD Zen Core Architecture , AMD VR Ready Processors , Enmotus FuzeDrive™ for AMD Ryzen™ , AVX2 , FMA3 , XFR (Extended Frequency Range)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-11 09:46:04,https://www.amd.com/en/products/specifications/processors.html,AMD 3020e,AMD,AMD 3000 Series,"Laptops , Desktops",2,2,Up to 2.6 GHz,1.2 GHz,1 MB,4 MB,6W,,,14nm,,,,,,,1/6/2020,"Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit",PCIe® 3.0,DDR4,2,Up to 2400 MT/s,AMD Radeon™ Graphics,3,1000 MHz,,,YM3020C7T2OFG​,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-11 09:46:04,https://www.amd.com/en/products/specifications/processors.html,AMD 3015e,AMD,AMD 3000 Series,"Laptops , Desktops",2,4,Up to 2.3 GHz,1.2 GHz,1 MB,4 MB,6W,,,14nm,No,FT5,,,,105°C,7/6/2020,"Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit",PCIe® 3.0,DDR4,1,Up to 1600 MT/s,AMD Radeon™ Graphics,3,600 MHz,,,AM3015BRP2OFJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-11 09:46:04,https://www.amd.com/en/products/specifications/processors.html,AMD 3015Ce,AMD,AMD 3000 Series,"Laptops , Desktops",2,4,Up to 2.3 GHz,1.2 GHz,1 MB,4 MB,6W,,,14nm,No,FT5,,,,105°C,4/29/2021,ChromeOS,PCIe® 3.0,DDR4,1,Up to 1600 MT/s,Radeon™  Graphics,3,600 MHz,,,AM301CBRP2OFJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-11 09:46:04,https://www.amd.com/en/products/specifications/processors.html,FX-9590,FX-Series,FX 8-Core Black Edition Processors,Desktops,8,8,Up to 5 GHz,4.7 GHz,8 MB,8 MB,220W,384 KB,,32nm SOI,Yes,AM3+,,,,57°C,,,,DDR3,,Up to 1866 MT/s,Discrete Graphics Card Required,,,,FD9590FHHKWOF,FD9590FHW8KHK,,AES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-11 09:46:04,https://www.amd.com/en/products/specifications/processors.html,FX-9370,FX-Series,FX 8-Core Black Edition Processors,Desktops,8,8,Up to 4.7 GHz,4.4 GHz,8 MB,8 MB,220W,384 KB,,32nm SOI,Yes,AM3+,,,,57°C,,,,DDR3,,Up to 1866 MT/s,Discrete Graphics Card Required,,,,FD9370FHHKWOF,FD9370FHW8KHK,,AES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-11 09:46:04,https://www.amd.com/en/products/specifications/processors.html,FX-8370E,FX-Series,FX 8-Core Black Edition Processors,Desktops,8,8,Up to 4.3 GHz,3.3 GHz,8 MB,8 MB,95W,384 KB,,32nm SOI,Yes,AM3+,,,,70.5°C,,,,DDR3,,Up to 1866 MT/s,Discrete Graphics Card Required,,,,FD837EWMHKBOX,FD837EWMW8KHK,,AES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-11 09:46:04,https://www.amd.com/en/products/specifications/processors.html,FX-8370 with Wraith cooler,FX-Series,FX 8-Core Black Edition Processors,Desktops,8,8,Up to 4.3 GHz,4 GHz,8 MB,8 MB,125W,384 KB,,32nm SOI,Yes,AM3+,Wraith cooler,,,61.1°C,,,,DDR3,2,Up to 1866 MT/s,Discrete Graphics Card Required,,,,FD8370FRHKHBX,,,"AES , AVX , FMA4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-11 09:46:04,https://www.amd.com/en/products/specifications/processors.html,FX-8370,FX-Series,FX 8-Core Black Edition Processors,Desktops,8,8,Up to 4.3 GHz,4 GHz,8 MB,8 MB,125W,384 KB,,32nm SOI,Yes,AM3+,,,,61.1°C,,,,DDR3,,Up to 1866 MT/s,Discrete Graphics Card Required,,,,FD8370FRHKBOX,FD8370FRW8KHK,,AES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-11 09:46:04,https://www.amd.com/en/products/specifications/processors.html,FX-8350 with Wraith cooler,FX-Series,FX 8-Core Black Edition Processors,Desktops,8,8,Up to 4.2 GHz,4 GHz,8 MB,8 MB,125W,384 KB,,32nm SOI,Yes,AM3+,Wraith cooler,,,61°C,,,,DDR3,,Up to 1866 MT/s,Discrete Graphics Card Required,,,,FD8350FRHKHBX,,,AES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
